,source,target
723,JD Capital Management,Prometheus Capital
724,Far East Horizon,Yaxia Automobile
725,China Construction Bank,Bank of China
726,Google Capital,Tiger Global
727,Google Capital,Sequoia Capital
728,next47,First Round Capital
729,next47,Sequoia Capital
730,Global Founders Capital,Alven Capital
731,Global Founders Capital,Expedia Inc.
732,Global Founders Capital,Forerunner Ventures
733,Temasek Holdings Ltd.,Advantech Capital
734,Bessemer Venture Partners,Lockheed Martin
735,Bessemer Venture Partners,Khosla Ventures
736,Bessemer Venture Partners,Social Capital
737,Bessemer Venture Partners,O'Connor Ventures
738,Bessemer Venture Partners,Kleiner Perkins Caufield & Byers
739,Bessemer Venture Partners,Flare Capital Partners
740,Bessemer Venture Partners,Battery Ventures
741,Bessemer Venture Partners,ICONIQ Capital
742,Bessemer Venture Partners,New Enterprise Associates
743,Bessemer Venture Partners,Trinity Ventures
744,Bessemer Venture Partners,Iconiq Capital
745,Bessemer Venture Partners,Tribeca Venture Partners
746,Bessemer Venture Partners,Helion Venture Partners
747,Bessemer Venture Partners,Harrison Metal
748,Bessemer Venture Partners,Google Ventures
749,Bessemer Venture Partners,Matrix Partners
750,Webb Investment Network,D1 Capital Partners
751,Bain Capital,Altos Ventures
752,SV Angel,Norwest Venture Partners
753,SV Angel,Index
754,SV Angel,IA Ventures
755,SV Angel,Ventures
756,SV Angel,Institutional Venture Partners
757,SV Angel,Section 32
758,SV Angel,New Enterprise Associates
759,Notion Capital,Scentan Ventures
760,Zhiping Capital,Sina Weibo Fund
761,Warburg Pincus,Morningside Ventures
762,Warburg Pincus,Vertex Ventures China
763,Warburg Pincus,Volcanics Ventures
764,Warburg Pincus,Trifecta Capital Advisors
765,Warburg Pincus,CreditEase Fintech Investment Fund
766,Warburg Pincus,SAIF Partners India
767,Warburg Pincus,QingSong Fund
768,Warburg Pincus,Aviation Industry Corporation of China
769,Rich Land Capital,Merrysunny Wealth
770,Microsoft ScaleUp,Lightspeed Venture Partners
771,8VC,Greylock Partners
772,8VC,Data Collective
773,8VC,Lightspeed Venture Partners
774,Shang Qi Capital,Yunfeng Capital
775,Shang Qi Capital,SDIC Innovation Investment Management
776,Formation8,Khosla Ventures
777,01 Advisors,Group 11
778,Foresite Capital,Altitude Life Science Ventures
779,Pear,New Enterprise Associates
780,Opus Capital,Battery Ventures
781,Mayfield Fund,MHS Capital
782,Mayfield Fund,True Ventures
783,Mayfield Fund,M12
784,Mayfield Fund,NextView Ventures
785,Mayfield Fund,Trinity Ventures
786,Banyan Capital,New Horizon Capital
787,Walden International,Intel Capital
788,Walden International,Zhangjiang Haocheng Venture Capital
789,General Catalyst Partners,ENIAC Ventures
790,General Catalyst Partners,Data Collective
791,General Catalyst Partners,Formation 8
792,General Catalyst Partners,Andreessen Horowitz
793,General Catalyst Partners,Google Ventures
794,General Catalyst Partners,Kleiner Perkins Caufield & Byers
795,Ford Motor Company,Amazon
796,Intel Capital,Aviv Venture Capital
797,Intel Capital,Battery Ventures
798,Intel Capital,Azure Capital Partners
799,Intel Capital,Zhangjiang Haocheng Venture Capital
800,InCube Ventures,Google Ventures
801,InCube Ventures,VentureHealth
802,Zheshang Venture Capital,GP Capital
803,Zheshang Venture Capital,Western Capital Management
804,Global Bridge Capital,New Enterprise Associates
805,Morningside Group,Tencent
806,MHS Capital,Norwest Venture Partners
807,MHS Capital,NextView Ventures
808,CMC Capital Partners,General Atlantic
809,CMC Capital Partners,Gaorong Capital
810,Legend Star,TAL Education Group
811,Altos Ventures,Costanoa Ventures
812,QiMing Venture Partnersl,GGV Capital
813,Alven Capital,FirstMark Capital
814,Alven Capital,capitalG
815,Blackbird Ventures,Matrix Partners
816,Sequoia Capital,Coatue Management
817,Sequoia Capital,Sozo Ventures
818,Sequoia Capital,Khosla Ventures
819,Sequoia Capital,Wing Venture Capital
820,Sequoia Capital,VY Capital
821,Sequoia Capital,Caffeinated Capital
822,Sequoia Capital,Y Combinator
823,Sequoia Capital,Softbank Group
824,Sequoia Capital,Nexus Venture Partners
825,Sequoia Capital,Tiger Global
826,Sequoia Capital,Institutional Venture Partners
827,Sequoia Capital,Tusk Ventures
828,Sequoia Capital,New Enterprise Associates
829,Sequoia Capital,First Round Capital
830,Sequoia Capital,Morningside Venture Capital
831,Sequoia Capital,Forerunner Ventures
832,Sequoia Capital,Andreessen Horowitz
833,Sequoia Capital,Accel Partners
834,Sequoia Capital,Eniac Ventures
835,Sequoia Capital,General Atlantic
836,Sequoia Capital,Kaszek Ventures
837,Sequoia Capital,NextView Ventures
838,Sequoia Capital,Google Ventures
839,EXOR Seeds,KCK Group
840,EXOR Seeds,OLX Group
841,Quantum Energy Partners,Bedrock Capital
842,Quantum Energy Partners,Founders Fund
843,Jiangsu Sha Steel Group,Funa Yuanchuang Technology
844,Jiangsu Sha Steel Group,Essence Financial
845,Jiangsu Sha Steel Group,Aviation Industry Corporation of China
846,Jiangsu Sha Steel Group,Shanghai Puyin Industry
847,Technology Crossover Ventures,North Bridge Venture Partners
848,Technology Crossover Ventures,Greylock Partners
849,Technology Crossover Ventures,A&E Television Networks
850,Red Sea Ventures,Revolution
851,Red Sea Ventures,Fidelity Investments
852,Ten Eleven Ventures,Summit Partners
853,Ten Eleven Ventures,Elephant Venture Capital
854,Kibo Ventures,F-Prime Capital
855,Kibo Ventures,Spark Capital
856,Kaszek Ventures,General Atlantic
857,Gemini Israel Ventures,Insight Venture Partners
858,Georgian Co-Investment Fund,iTech Capital
859,Georgian Co-Investment Fund,Galaxy Digital
860,Vcanbio,Tencent
861,Lightspeed China Partners,K2VC
862,Lightspeed China Partners,Sky9 Capital
863,Accomplice,New Enterprise Associates
864,Accomplice,IA Ventures
865,Guangzhou Huiyin Aofeng Equity Investment Fund,China Media Group
866,Data Collective,Lightspeed Venture Partners
867,Data Collective,True Ventures
868,Data Collective,Formation 8
869,Data Collective,Y Combinator
870,Data Collective,MassVentures
871,Sound Ventures,Insight Venture Partners
872,Linear Venture,Baidu Capital
873,Linear Venture,Morningside Venture Capital
874,Linear Venture,GGV Capital
875,Linear Venture,IDG Capital
876,Linear Venture,Tencent
877,Addition,Accel
878,Addition,Genral Atlantic
879,T. Rowe Price,Accel
880,T. Rowe Price,Lerer Hippeau Ventures
881,T. Rowe Price,GGV Capital
882,T. Rowe Price,BlackRock
883,T. Rowe Price,Y Combinator
884,T. Rowe Price,Andreessen Horowitz
885,T. Rowe Price,Dragoneer Investment Group
886,Wing Venture Capital,Norwest Venture Partners
887,Wing Venture Capital,Next World Capital
888,Invesco Perpetual,IP Group
889,Invesco Perpetual,Illumina
890,CRV,Thrive Capital
891,CRV,Nexus Venture Partners
892,CRV,Caffeinated Capital
893,CRV,Spark Capital
894,Digital Sky Technologies,Founders Fund
895,Digital Sky Technologies,DN Capital
896,Digital Sky Technologies,GGV Capital
897,Digital Sky Technologies,Piton Capital
898,Japan Post Capital,Globis Capital Partners
899,Battery Ventures,Lakestar
900,Battery Ventures,ICONIQ Capital
901,Battery Ventures,Andreessen Horowitz
902,Battery Ventures,Azure Capital Partners
903,Battery Ventures,Google Ventures
904,Battery Ventures,Institutional Venture Partners
905,Battery Ventures,New Enterprise Associates
906,Beijing Juneng Hesheng Industry Investment Fund,Beijing Shuju Xinrong Fund
907,Tencent,Tiger Global management
908,Tencent,Baidu Capital
909,Tencent,ZhenFund
910,Tencent,GGV Capital
911,Tencent,New Enterprise Associates
912,BOLDstart Ventures,Accel
913,BOLDstart Ventures,Google Ventures
914,Boxin Capital,DT Capital Partners
915,Boxin Capital,IDG Capital
916,Affirma Capital,FinSight Ventures
917,Affirma Capital,Standard Chartered
918,One Luxury Group,Eurazeo
919,Lowercase Capital,Greylock Partners
920,Lowercase Capital,Lightspeed Venture Partners
921,Lowercase Capital,Polaris Partners
922,Lowercase Capital,Insight Venture Partners
923,Lowercase Capital,Accel Partners
924,Forerunner Ventures,Homebrew
925,Forerunner Ventures,Khosla Ventures
926,Forerunner Ventures,Crosslink Capital
927,Forerunner Ventures,Thrive Capital
928,Forerunner Ventures,Institutional Venture Partners
929,MassVentures,Y Combinator
930,Yunfeng Capital,SDIC Innovation Investment Management
931,DFJ Growth Fund,Pitango Venture Capital
932,Venture51,IDG Capital
933,Venture51,Lightspeed Venture Partners
934,GGV Capital,ZhenFund
935,GGV Capital,Founders Fund
936,GGV Capital,Ant Financial Services Group
937,GGV Capital,Softbank Group
938,GGV Capital,Vertex Venture Holdings
939,GGV Capital,Morningside Venture Capital
940,GGV Capital,IDG Capital
941,GGV Capital,Andreessen Horowitz
942,GGV Capital,Teamworthy Ventures
943,GGV Capital,Xiang He Capital
944,RiverPark Ventures,83North
945,RiverPark Ventures,Upper90
946,RiverPark Ventures,Pitango Venture Capital
947,Centralway,Investment Corporation of Dubai
948,Seven Venture Capital,German Media Pool
949,and Institutional Venture Partners,Basepoint Ventures
950,and Institutional Venture Partners,Industry Ventures
951,Structure Capital,Greylock Partners
952,Structure Capital,Spark Capital
953,Sozo Ventures,Caffeinated Capital
954,F-Prime Capital,Andreessen Horowitz
955,F-Prime Capital,Spark Capital
956,Ant Financial Services Group,Foxconn Technology Company
957,Neuberger Berman,K1 Capital
958,Neuberger Berman,Francisco Partners
959,Spark Capital,Greylock Partners
960,Spark Capital,Sunstone Capital
961,OLX Group,KCK Group
962,Magma Venture Partners,Pitango Venture Capital
963,Partners Investment,SBI Investment Korea
964,Partners Investment,GIC
965,ENIAC Ventures,Andreessen Horowitz
966,ICONIQ Capital,Susquehanna Growth Equity
967,ICONIQ Capital,Citi Ventures
968,ICONIQ Capital,Khosla Ventures
969,ICONIQ Capital,Launchpad Venture Group
970,ICONIQ Capital,FirstMark Capital
971,ICONIQ Capital,Insight Venture Partners
972,ICONIQ Capital,Google Ventures
973,iNovia Capital,Mithril
974,Stonebridge Capital,IMM Investment
975,SIG Asia Investments,Softbank Group
976,Gaorong Capital,Greylock Partners
977,Gaorong Capital,IDG Capital
978,Gaorong Capital,General Atlantic
979,Blume Ventures,Nexus Venture Partners
980,Diamler,TMT Investments
981,Singapore Wealth Fund,Andreessen Horowitz
982,Singapore Wealth Fund,Khosla Ventures
983,Greylock Partners,capitalG
984,Greylock Partners,Khosla Ventures
985,Greylock Partners,Lightspeed Venture Partners
986,Greylock Partners,SingTel Innov8
987,Greylock Partners,Y Combinator
988,Greylock Partners,Kleiner Perkins Caufield & Byers
989,Greylock Partners,New Enterprise Associates
990,Greylock Partners,Andreessen Horowitz
991,Greylock Partners,Accel Partners
992,Greylock Partners,North Bridge Venture Partners
993,Greylock Partners,Providence Ventures
994,Greylock Partners,Aspect Ventures
995,Citi Ventures,Susquehanna Growth Equity
996,Softbank Capital,Info Edge
997,Toyota Motor Corporation,FANUC
998,Global Logistic Properties,Source Code Capital
999,Global Logistic Properties,K2VC
1000,Elaia Partners,83North
1001,Elaia Partners,Felix Capital
1002,Volkswagen Group,Vattenfall
1003,Trifecta Capital Advisors,SAIF Partners India
1004,Baseline Ventures,Institutional Venture Partners
1005,Silver Lake Partners,General Atlantic
1006,Moore Capital Management,Foxconn Technology Company
1007,Moore Capital Management,Khosla Ventures
1008,Revolution Ventures,Andreessen Horowitz
1009,Revolution Ventures,Founders Fund
1010,Valiant Capital Partners,SAIF Partners India
1011,Scale Venture Partners,Google Ventures
1012,Social Capital,Accel
1013,Social Capital,Lightspeed Venture Partners
1014,ING,Alibaba Entrepreneurs Fund
1015,Lakestar,New Enterprise Associates
1016,Alaska Permanent Fund,Activant Capital Group
1017,Tokyo Century Corporation,Grab_
1018,Tokyo Century Corporation,Tokopedia_
1019,DJF,Salesforce Ventures
1020,Aviation Industry Corporation of China,Essence Financial
1021,Franklin Square,GSO Capital Partners
1022,GF Xinde Investment Management Co.,Haitong Leading Capital Management
1023,GF Xinde Investment Management Co.,V Star Capital
1024,Threshold Ventures,DN Capital
1025,Threshold Ventures,Trilogy Equity Partners
1026,Norwest Venture Partners,SAIF Partners
1027,Norwest Venture Partners,Next World Capital
1028,Norwest Venture Partners,Newmark Knight Frank
1029,Norwest Venture Partners,Section 32
1030,Nichi-Iko Pharmaceutical,Lindeman Asia Investment
1031,Coltrane Asset Management,Clermont Group
1032,CITIC Securities International,China Life Insurance
1033,IA Ventures,Index
1034,IA Ventures,Andreessen Horowitz
1035,IA Ventures,Access Industries
1036,IA Ventures,Ventures
1037,IA Ventures,New Enterprise Associates
1038,Tao Capital Partners,Andreessen Horowitz
1039,Tao Capital Partners,Global Asset Capital
1040,Steadview Capital,Kaalari Capital
1041,Foundation Capital,Institutional Venture Partners
1042,Francisco Partners,K1 Capital
1043,Gaopeng Capital,Jinhui Xingye
1044,Accel Partners,Insight Venture Partners
1045,Accel Partners,General Atlantic
1046,Accel,capitalG
1047,Accel,Lightspeed Venture Partners
1048,Accel,Y Combinator
1049,Accel,Digital Currency Group
1050,Accel,Earlybrid Venture Capital
1051,Accel,Softbank Group
1052,Accel,Institutional Venture Partners
1053,Accel,Anthos Capital
1054,Accel,Summit Partners
1055,Accel,Kerala Ventures
1056,Accel,Northzone Ventures
1057,Accel,BPI France
1058,Accel,Google Ventures
1059,Accel,83North
1060,Tokopedia_,Grab_
1061,OpenView Venture Partners,Fifth Wall Ventures
1062,OpenView Venture Partners,Trinity Ventures
1063,83North,Susquehanna Growth Equity
1064,83North,Pitango Venture Capital
1065,83North,China Broadband Capital
1066,83North,CommerzVentures
1067,83North,Felix Capital
1068,China Environmental Protection Industry,China Fortune Ocean
1069,Lockheed Martin,Khosla Ventures
1070,Crosslink Capital,Homebrew
1071,Polaris Partners,Insight Venture Partners
1072,Xingwang Investment Management,China Creation Ventures
1073,Xingwang Investment Management,Sierra Ventures
1074,Funa Yuanchuang Technology,Shanghai Puyin Industry
1075,Kleiner Perkins Caufield & Byers,Softbank Corp.
1076,Kleiner Perkins Caufield & Byers,Khosla Ventures
1077,Kleiner Perkins Caufield & Byers,Y Combinator
1078,Kleiner Perkins Caufield & Byers,Learn Capital
1079,Kleiner Perkins Caufield & Byers,New Enterprise Associates
1080,Kleiner Perkins Caufield & Byers,Google Ventures
1081,Kleiner Perkins Caufield & Byers,American Express Ventures
1082,VentureHealth,Google Ventures
1083,Trilogy Equity Partners,DN Capital
1084,Chengwei Capital,QiMing Venture Partners
1085,August Capital,Tiger Global
1086,August Capital,Shasta Ventures
1087,August Capital,Google Ventures
1088,Trinity Ventures,M12
1089,Trinity Ventures,Fifth Wall Ventures
1090,Verlinvest,Blackstone
1091,Foxconn Technology Company,Khosla Ventures
1092,Morningside Venture Capital,IDG Capital
1093,Shasta Ventures,Google Ventures
1094,InnoVision Capital,Qianhai Fund of Funds
1095,Caterpillar,Revolution
1096,Caterpillar,New Enterprise Associates
1097,T. Rowe Associates,Lightbank
1098,T. Rowe Associates,New Enterprise Associates
1099,Bond,Tribe Capital
1100,NextView Ventures,Two Sigma Ventures
1101,NextView Ventures,Eniac Ventures
1102,Oceanwide Holdings,Shenzhen Qianhe Capital Management Co.
1103,Movile,Just Eat
1104,Movile,Naspers
1105,Unilever Ventures,MMC Ventures
1106,Unilever Ventures,BGF Ventures
1107,Coatue Management,IDG Capital
1108,Coatue Management,Y Combinator
1109,Basepoint Ventures,Industry Ventures
1110,Sierra Ventures,China Creation Ventures
1111,Yinxinggu Capital,China Everbright Investment Management
1112,Flare Capital Partners,New Enterprise Associates
1113,iTech Capital,Galaxy Digital
1114,IKEA GreenTech,Vickers Venture Partners
1115,Softbank Group,AME Cloud Ventures
1116,Softbank Group,Khosla Ventures
1117,Softbank Group,Vertex Venture Holdings
1118,Softbank Group,Anthos Capital
1119,Learn Capital,New Enterprise Associates
1120,Dragoneer Investment Group,BlackRock
1121,Green Pine Capital Partners,V FUND
1122,Green Pine Capital Partners,IDG Capital
1123,Piton Capital,DN Capital
1124,BGF Ventures,MMC Ventures
1125,Tiger Global management,New Enterprise Associates
1126,DT Capital Partners,IDG Capital
1127,TPG Alternative & Renewable Technologies,Ireland Strategic Investment Fund
1128,Oak HC/FT Partners,Kinnevik
1129,Insight Venture Partners,Launchpad Venture Group
1130,Nor-Cal Invest,Andreessen Horowitz
1131,Capital Today,JOY Capital
1132,Capital Today,Morningside Ventures
1133,Capital Today,General Atlantic
1134,FinSight Ventures,Standard Chartered
1135,Thrive Capital,Founders Fund
1136,Thrive Capital,Institutional Venture Partners
1137,Thrive Capital,Passion Capital
1138,Rothenberg Ventures,Founders Fund
1139,FirstMark Capital,capitalG
1140,Revolution,New Enterprise Associates
1141,Revolution,Fidelity Investments
1142,IDG Capital,Lightspeed Venture Partners
1143,IDG Capital,V FUND
1144,IDG Capital,China Everbright Limited
1145,IDG Capital,Bitmain Technologies_
1146,IDG Capital,Warbug Pincus
1147,IDG Capital,iFLYTEK
1148,IDG Capital,Cybernaut Growth Fund
1149,IDG Capital,Northern Light Venture Capital
1150,IDG Capital,Trustbridge Partners
1151,Silverlink Capital,QiMing Venture Partners
1152,GIC,SBI Investment Korea
1153,Delphi Automotive,Samsung Ventures
1154,Earlybrid Venture Capital,capitalG
1155,New Leaf Venture Partners,New Enterprise Associates
1156,New Leaf Venture Partners,Charter Venture Capital
1157,Index,Ventures
1158,QiMing Venture Partners,Ceyuan Ventures
1159,China Broadband Capital,Susquehanna Growth Equity
1160,Passport Capital,Matrix Partners
1161,BOC International,TopoScend Capital
1162,BOC International,Hongxiu VC
1163,Haitong Leading Capital Management,V Star Capital
1164,Kerala Ventures,BPI France
1165,Holtzbrinck Ventures,Unternehmertum Venture Capital
1166,Holtzbrinck Ventures,General Atlantic
1167,Felicis Ventures,First Round Capital
1168,Morningside Ventures,CreditEase Fintech Investment Fund
1169,Morningside Ventures,JOY Capital
1170,Morningside Ventures,Tiantu Capital
1171,Unternehmertum Venture Capital,General Atlantic
1172,Obvious Ventures,Andreessen Horowitz
1173,Just Eat,Naspers
1174,Earlybird Venture Capital,Valar Ventures
1175,SoftBankGroup,Founders Fund
1176,Aspect Ventures,SingTel Innov8
1177,Dark Horse Technology Group,Hopu Investment Management
1178,Boyu Capital,Hopu Investment Management
1179,Google Ventures,Khosla Ventures
1180,Google Ventures,Section 32
1181,Google Ventures,New Enterprise Associates
1182,Google Ventures,Summit Partners
1183,Google Ventures,Andreessen Horowitz
1184,Google Ventures,MPM Capital
1185,Matrix Partners,Softbank Corp.
1186,Matrix Partners,Y Combinator
1187,Matrix Partners,Andreessen Horowitz
1188,Lux Capital,Andreessen Horowitz
1189,capitalG,World Lab Innovation
1190,capitalG,Khosla Ventures
1191,capitalG,Y Combinator
1192,capitalG,New Enterprise Associates
1193,capitalG,LowercaseCapital
1194,Y Combinator,Matrix Partners India
1195,Sky9 Capital,K2VC
1196,Meituan Dianping,Source Code Capital
1197,Institutional Venture Partners,Northzone Ventures
1198,Institutional Venture Partners,General Atlantic
1199,New Enterprise Associates,Charter Venture Capital
1200,New Enterprise Associates,Andreessen Horowitz
1201,New Enterprise Associates,China Investment Corporation
1202,New Enterprise Associates,Lightbank
1203,New Enterprise Associates,General Atlantic
1204,New Enterprise Associates,MPM Capital
1205,First Round Capital,Atlos Ventures
1206,First Round Capital,Founders Fund
1207,Vertex Ventures China,Volcanics Ventures
1208,Monashees+,Andreessen Horowitz
1209,K2VC,Source Code Capital
1210,Iconiq Capital,O'Connor Ventures
1211,PremjiInvest,Softbank
1212,Volkswagen,Vostok New Ventures
1213,Volkswagen,Access Industries
1214,Blue Lake Capital,ZhenFund
1215,BMW i Ventures,CreditEase Fintech Investment Fund
1216,Plug and Play Ventures,Anthos Capital
1217,Khosla Ventures,Lightspeed Venture Partners
1218,Khosla Ventures,LowercaseCapital
1219,Khosla Ventures,Horizons Ventures
1220,Khosla Ventures,Andreessen Horowitz
1221,Khosla Ventures,Founders Fund
1222,Lightspeed Venture Partners,Andreessen Horowitz
1223,Lightspeed Venture Partners,General Atlantic
1224,U.S.-China Green Fund,Founder H Fund
1225,GP Capital,Western Capital Management
1226,Vostok New Ventures,Access Industries
1227,Vostok New Ventures,Kinnevik
1228,Vostok New Ventures,Public Investment Fund of Saudi Arabia
1229,Section 32,Andreessen Horowitz
1230,China Everbright Limited,iFLYTEK
1231,March Capital Partners,Visa
1232,TopoScend Capital,Hongxiu VC
1233,MindWorks Ventures,Xiang He Capital
1234,Access Industries,Andreessen Horowitz
1235,IP Group,Illumina
1236,Founders Fund,Andreessen Horowitz
1237,Founders Fund,Bedrock Capital
1238,Founders Fund,Horizons Ventures
1239,Kinnevik,Public Investment Fund of Saudi Arabia
