,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
246,BitSight Technologies,0.022022022022022022,0.001612889633676243,0.003934019693727926,0.3221657657657658,0.0009753712074813647,$2.40 ,2021/9/13,United States,Cybersecurity,"['Menlo Ventures', ' GGV Capital', ' Flybridge Capital Partners']",2.4,2021-09-13
247,Upstox,0.04704704704704705,6.144112303865626e-05,0.04765465339812347,0.36626394470869233,0.0013054693947062161,$3.40 ,2021/11/29,India,Fintech,"['Tiger Global Management', ' Kalaari Capital']",3.4,2021-11-29
248,Harness,0.012012012012012012,0.0019980567136436314,0.002494016520174003,0.3029012464890614,0.0007048193632218035,$1.70 ,2021/1/14,United States,Artificial intelligence,"['Menlo Ventures', ' Alkeon Capital Management', ' Citi Ventures']",1.7,2021-01-14
249,Horizon Robotics,0.012012012012012012,0.0001754511841612821,0.001094617241707713,0.2836965179339255,0.000571848532085009,$5.00 ,2019/2/27,China,Artificial intelligence,"['Hillhouse Capital Management', ' Linear Venture', ' Morningside Venture Capital']",5.0,2019-02-27
250,Aviatrix,0.014014014014014014,0.0017037567205371996,0.005351118904125231,0.3070584881488427,0.0007045217391866992,$2.00 ,2021/9/8,Santa Clara,Internet software & services,"['Ignition Partners', ' Formation 8', ' CRV']",2.0,2021-09-08
251,Lattice,0.04904904904904905,0.0018013472267182998,0.026064062697934112,0.3453749632994916,0.0015039419461918872,$3.00 ,2021/3/23,United States,Internet software & services,"['Khosla Ventures', ' Thrive Capital', ' Y Combinator']",3.0,2021-03-23
252,Justworks,0.04804804804804805,0.0015223735194862026,0.024717631201564158,0.35309706901114174,0.0014972983705975355,$1.43 ,2020/1/28,United States,Internet software & services,"['Index Ventures', ' Thrive Capital', ' Bain Capital Ventures']",1.43,2020-01-28
253,Workhuman,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.20 ,2020/6/23,Ireland,Internet software & services,['ICG'],1.2,2020-06-23
254,Aibee,0.04504504504504504,0.0,0.008318223693033552,0.32371961994148485,0.0013488568671937743,$1.20 ,2021/4/13,China,Artificial intelligence,"['Sequoia Capital China', ' Lenovo Capital and Incubator', ' Group GSR Ventures']",1.2,2021-04-13
255,Gorillas,0.04004004004004004,0.0011131188250635637,0.014013844785849671,0.36165891980889736,0.0012967799506322447,$3.10 ,2021/3/25,Germany,E-commerce & direct-to-consumer,"['Coatue Management', ' Atlantic Food Labs', ' DST Global']",3.1,2021-03-25
256,Fabric,0.014014014014014014,0.0005600837353216165,0.004479737855044196,0.3192288602514524,0.0006993442228529546,$1.00 ,2021/10/26,United States,"Supply chain, logistics, & delivery","['Innovation Endeavors', ' Aleph', ' Temasek']",1.0,2021-10-26
257,VOI,0.006006006006006006,0.0016084095200785437,0.0010288734246668226,0.2791731072493638,0.0006498518866796699,$1.00 ,2021/12/21,Sweden,Travel,"['Vostok New Ventures', ' The Raine Group', ' Balderton Capital']",1.0,2021-12-21
258,Druva,0.04904904904904905,0.0008672454393138619,0.03961126640505673,0.3574853148754613,0.001367133504052261,$2.00 ,2019/6/20,United States,Data management & analytics,"['Nexus Venture Partners', ' Tenaya Capital', ' Sequoia Capital']",2.0,2019-06-20
259,HyalRoute,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$3.50 ,2020/5/26,Singapore,Mobile & telecommunications,['Kuang-Chi'],3.5,2020-05-26
260,Evidation,0.003003003003003003,5.993763583278923e-05,0.0008242631675971143,0.2718239670652765,0.00034714560374190525,$1.00 ,2021/3/22,United States,Health,"['B Capital Group', '', ' GE Ventures', ' McKesson Ventures']",1.0,2021-03-22
261,Flutterwave,0.01001001001001001,9.833754796694132e-05,0.003204687474294075,0.30063994565674296,0.0005602562445233785,$1.00 ,2021/3/9,United States,Fintech,"['Green Visor Capital', ' CRE Venture Capital', ' Greycroft']",1.0,2021-03-09
262,Youxia Motors,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$3.35 ,2018/4/2,China,Auto & transportation,"['China Environmental Protection Industry', ' China Fortune Ocean']",3.35,2018-04-02
263,Caris Life Sciences,0.001001001001001001,0.0,0.00010385034398315484,0.2504398054771189,0.00019777930686479023,$7.83 ,2021/5/17,United States,Health,"['Sixth Street Partners', ' OrbiMed Advisors', ' Highland Capital Management']",7.83,2021-05-17
264,Pagaya,0.003003003003003003,0.0,0.0006008785230058414,0.2560936134863003,0.00041624674668408083,$2.00 ,2020/6/17,Israel,Fintech,"['Oak HC/FT Partners', ' GF Investments', ' Harvey Golub Family Office']",2.0,2020-06-17
265,Minio,0.04204204204204204,0.002171327584817714,0.017508349281484835,0.364440911499735,0.001325919921955016,$1.00 ,2022/1/26,United States,Data management & analytics,"['General Catalyst', ' Nexus Venture Partners', ' Dell Technologies Capital']",1.0,2022-01-26
266,Cars24,0.044044044044044044,0.0017626828198488791,0.017674762908402974,0.35972059598678624,0.0014049607813583947,$3.30 ,2020/11/24,India,E-commerce & direct-to-consumer,"['Moore Strategic Ventures', ' DST Global', ' Sequoia Capital India']",3.3,2020-11-24
267,Berlin Brands Group,0.003003003003003003,0.0018732156909120955,0.0007516347860738537,0.2641569086305065,0.0005100112955613331,$1.00 ,2021/9/1,Germany,E-commerce & direct-to-consumer,"['Ardian', ' Bain Capital']",1.0,2021-09-01
268,Personio,0.01001001001001001,0.0,0.001192586019140436,0.27782491011190563,0.0006629612959173383,$6.30 ,2021/1/19,Germany,Internet software & services,"['Global Founders Capital', ' Nortzone Ventures', ' Picus Capital']",6.3,2021-01-19
269,H2O.ai,0.006006006006006006,0.0,0.004246545241392021,0.30929893026667216,0.000317011448246869,$1.70 ,2021/11/7,United States,Artificial intelligence,"['Nexus Venture Partners', ' Transamerica Ventures', ' Crane Venture Partners']",1.7,2021-11-07
270,Carousell,0.002002002002002002,0.001797388570935665,4.549257127970359e-06,0.19980511397033351,0.0007030075577776926,$1.10 ,2021/9/15,Singapore,E-commerce & direct-to-consumer,"['500 Global', ' Rakuten Ventures', ' Golden Gate Ventures']",1.1,2021-09-15
271,Quora,0.03203203203203203,0.001486821412231966,0.023821472319996557,0.3503324986578575,0.0010429329337151541,$2.00 ,2017/4/21,United States,Internet software & services,"['Y Combinator', ' Matrix Partners', ' Benchmark']",2.0,2017-04-21
272,ISN,0.006006006006006006,0.0,0.000801054150928311,0.26713579250892683,0.00043149475637873535,$2.00 ,2020/12/17,United States,"Supply chain, logistics, & delivery",['Blackstone'],2.0,2020-12-17
273,Rokt,0.04704704704704705,0.000931923603714745,0.04611841756675304,0.36626394470869233,0.0013764190787345302,$1.95 ,2021/12/16,United States,Internet software & services,"['Square Peg Capital', ' TDM Growth Partners', ' Tiger Global Management']",1.95,2021-12-16
274,PAX,0.04804804804804805,0.000805801408717972,0.04659294158956999,0.3715011136597852,0.0013496191048659005,$1.70 ,2018/10/22,United States,Consumer & retail,"['Tao Capital Partners', ' Global Asset Capital', ' Tiger Global Management']",1.7,2018-10-22
275,Deezer,0.002002002002002002,0.0002083797318867632,9.286399393774738e-05,0.23420017866077766,0.00038217130404935616,$1.40 ,2018/8/2,France,Internet software & services,"['Orange Digital Ventures', ' Access Industries']",1.4,2018-08-02
276,Kavak,0.050050050050050046,0.003092784136810866,0.018874907048164857,0.3669313960885715,0.001519358206834578,$8.70 ,2020/10/1,Mexico,E-commerce & direct-to-consumer,"['DST Global', ' SoftBank Group', ' Mountain Nazca']",8.7,2020-10-01
277,Fiture,0.04704704704704705,0.0017107646882611235,0.008348108431975535,0.32411042833578046,0.0015027915620801934,$1.00 ,2021/4/14,China,Health,"['Bertelsmann Asia Investments', ' Sequoia Capital China', ' NIO Capital']",1.0,2021-04-14
278,DianRong,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2017/8/2,China,E-commerce & direct-to-consumer,"['Standard Chartered', ' FinSight Ventures', ' Affirma Capital']",1.0,2017-08-02
279,Zwift,0.001001001001001001,0.0,2.9281974705980468e-05,0.2059883412824589,0.00025519733283506715,$1.00 ,2020/9/16,United States,E-commerce & direct-to-consumer,"['Novator Partners', ' True', ' Causeway Media Partners']",1.0,2020-09-16
280,GupShup,0.011011011011011011,0.00012220275067082646,0.004686265825663317,0.30554416328316175,0.0004891790413190164,$1.40 ,2021/4/8,United States,Internet software & services,"['Helion Venture Partners', ' Tiger Global management', ' CRV']",1.4,2021-04-08
281,Newsela,0.011011011011011011,0.00022079841786198272,0.006782929092418697,0.30485027040666707,0.0005274505010622382,$1.00 ,2021/2/25,United States,Internet software & services,"['Owl Ventures', ' Technology Crossover Ventures', ' Tao Capital Partners']",1.0,2021-02-25
282,Pattern,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$2.25 ,2021/10/6,United States,Internet software & services,"['Knox Lane', ' Ainge Advisory', ' Carlson Private Capital Partners', '/td>']",2.25,2021-10-06
283,Womai,0.02702702702702703,0.005641971201384379,0.002442106436375957,0.30799786402080853,0.0013172406969259374,$1.00 ,2015/10/12,China,E-commerce & direct-to-consumer,"['SAIF Partners China', ' Baidu', ' IDG Capital']",1.0,2015-10-12
284,MUSINSA,0.04204204204204204,0.0,0.03586703692022729,0.35278774174963395,0.0011618663187491728,$2.20 ,2019/11/11,South Korea,E-commerce & direct-to-consumer,['Sequoia Capital'],2.2,2019-11-11
285,Dunamu,0.011011011011011011,0.0,0.006143641108538612,0.299188118281729,0.0005559696534686764,$1.00 ,2021/7/22,South Korea,Fintech,"['Qualcomm Ventures', ' Woori Investment', ' Hanwha Investment & Securities']",1.0,2021-07-22
286,OCSiAl,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$2.00 ,2019/3/4,Luxembourg,Other,"['A&NN', ' Rusnano']",2.0,2019-03-04
287,Intellifusion,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2019/3/22,China,Artificial intelligence,"['BOC International', ' TopoScend Capital', ' Hongxiu VC']",1.0,2019-03-22
288,Grofers,0.0940940940940941,0.007095179169263223,0.06222450815145169,0.39040931382181987,0.0025875547038349957,$1.01 ,2021/6/30,India,"Supply chain, logistics, & delivery","['Tiger Global Management', ' Sequoia Capital India', ' SoftBank Group']",1.01,2021-06-30
289,Xiaobing,0.002002002002002002,0.0,7.311249780116546e-05,0.24085359282727706,0.0003499670084793357,$1.00 ,2021/7/12,China,Fintech,"['NetEase Capital', ' Northern Light Venture Capital', ' Microsoft']",1.0,2021-07-12
290,Incode Technologies,0.001001001001001001,0.0,5.5260161874334336e-08,0.16261143032796577,0.00038734011909586735,$1.25 ,2021/12/7,United States,Cybersecurity,"['Dila Capital', ' Framework Ventures', ' 3L']",1.25,2021-12-07
291,Nuvemshop,0.06906906906906907,0.004979983287751372,0.09988865017238005,0.3744371987049811,0.0019346970331550598,$3.10 ,2021/8/17,Brazil,E-commerce & direct-to-consumer,"['Kaszek Ventures', ' Qualcomm Ventures', ' Accel']",3.1,2021-08-17
292,InMobi,0.01901901901901902,0.0,0.005633306994020828,0.33391974063615854,0.0007025858848033657,$1.00 ,2014/12/2,India,Mobile & telecommunications,"['Kleiner Perkins Caufield & Byers', ' Softbank Corp.', ' Sherpalo Ventures']",1.0,2014-12-02
293,UISEE Technology,0.002002002002002002,0.0,1.1730519715296004e-05,0.20333613087968047,0.0003942521841977137,$1.08 ,2021/1/25,China,"Supply chain, logistics, & delivery","['Shenzhen Capital Group', ' Robert Bosch Venture Capital', ' SeptWolves Ventures']",1.08,2021-01-25
294,Color,0.037037037037037035,0.0015677348385778008,0.01516785235163679,0.34972401841702755,0.0012056863841910749,$4.60 ,2021/1/4,United States,Health,"['General Catalyst', ' Viking Global Investors', ' T. Rowe Price']",4.6,2021-01-04
295,Grammarly,0.04004004004004004,0.0008727454014379628,0.020364208037804844,0.35780293843376915,0.0012220333186840268,$13.00 ,2019/10/10,United States,Internet software & services,"['General Catalyst', ' Institutional Venture Partners', ' Breyer Capital']",13.0,2019-10-10
296,Highspot,0.011011011011011011,0.0007814450483088442,0.0028242024126660424,0.2918168168168168,0.0007259057598477277,$3.50 ,2021/2/22,United States,Internet software & services,"['Madrona Venture Group', ' Shasta Ventures', ' Salesforce Ventures']",3.5,2021-02-22
297,o9 Solutions,0.008008008008008008,0.0,0.0011595751673627818,0.2854055331022021,0.0005360118935378441,$2.70 ,2020/4/28,United States,Artificial intelligence,['KKR'],2.7,2020-04-28
298,Zilch,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$2.00 ,2021/11/10,United Kingdom,Fintech,"['Gauss Ventures', ' Ventura Capital', ' dmg ventures']",2.0,2021-11-10
299,Neo4j,0.006006006006006006,0.00017359205772799087,0.0024009576341856285,0.28550670486154356,0.0004651493669171073,$2.15 ,2021/6/17,United States,Data management & analytics,"['Eight Roads Ventures', ' One Peak Partners', ' Creandum']",2.15,2021-06-17
300,Cityblock Health,0.024024024024024024,0.0010405916215841344,0.007148974896535947,0.3414219645673651,0.0008925050884096316,$5.70 ,2020/12/10,United States,Health,"['Thrive Capital', ' Maverick Ventures', ' Redpoint Ventures']",5.7,2020-12-10
301,GOAT,0.007007007007007007,0.00012481632172000175,0.0007167093063224309,0.2800467365835933,0.00046481029670763813,$3.70 ,2020/9/23,United States,E-commerce & direct-to-consumer,"['Upfront Ventures', ' Webb Investment Network', ' D1 Capital Partners']",3.7,2020-09-23
302,AgentSync,0.006006006006006006,0.00011602615828863928,0.0014555828564449507,0.2742303079381731,0.0003850851844080734,$1.20 ,2021/12/7,United States,Fintech,"['Craft Ventures', ' Caffeinated Capital', ' Operator Collective']",1.2,2021-12-07
303,Wiz,0.10510510510510511,0.005788763826657556,0.07691296720745003,0.3946175474837895,0.0027915425023283614,$6.00 ,2021/3/17,Israel,Cybersecurity,"['Insight Partners', ' Sequoia Capital', ' Index Ventures']",6.0,2021-03-17
304,Flipdish,0.08308308308308308,0.01900380627132828,0.0499156634046358,0.38444602120019783,0.002596577362593856,$1.25 ,2022/1/13,Ireland,Internet software & services,"['Tencent Holdings', ' Tiger Global Management', ' Global Founders Capital']",1.25,2022-01-13
305,DailyHunt,0.028028028028028028,7.700901567324784e-05,0.01560450684877245,0.31973577388424546,0.000921170804640348,$3.10 ,2020/12/22,India,Internet software & services,"['Falcon Edge Capital', ' Omidyar Network', ' Sequoia Capital India']",3.1,2020-12-22
306,iTutorGroup,0.004004004004004004,5.5318959666723246e-05,0.001240003414807862,0.2772510892992821,0.0002852765283221112,$1.00 ,2015/11/18,China,Edtech,"['QiMing Venture Partners', ' Temasek Holdings', ' Silverlink Capital']",1.0,2015-11-18
307,ENOVATE,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.85 ,2019/4/15,China,Auto & transportation,['Automobile Industry Guidance Fund'],1.85,2019-04-15
308,4Paradigm,0.04504504504504504,0.0,0.008318223693033552,0.32371961994148485,0.0013488568671937743,$2.00 ,2018/12/19,China,Artificial intelligence,"['Sequoia Capital China', ' China Construction Bank', ' Bank of China']",2.0,2018-12-19
309,CoinList,0.005005005005005005,7.759504530022724e-05,0.0003512158988185127,0.2656379994770496,0.00039281399187646995,$1.50 ,2021/10/15,United States,Fintech,"['Accomplice', ' Polychain Capital', ' GoldenTree Asset Management']",1.5,2021-10-15
310,Carbon,0.06306306306306306,0.0012832353384087205,0.04684586832888953,0.36894842620907664,0.0017363564276494726,$2.40 ,2015/8/20,United States,Hardware,"['Google Ventures', ' Sequoia Capital', ' Wakefield Group']",2.4,2015-08-20
311,Transmit Security,0.06706706706706707,0.004569252217431522,0.03802850140887939,0.37013530074191836,0.001953591704984028,$2.74 ,2021/6/22,Israel,Cybersecurity,"['General Atlantic', ' Insight Partners', ' Vintage Investment Partners']",2.74,2021-06-22
312,Fenbi Education,0.02102102102102102,0.0,0.0023477503099605264,0.3065909457230355,0.0008291208320286161,$1.95 ,2021/2/7,China,Edtech,"['Trustbridge Partners', ' Hony Capital', ' IDG Capital']",1.95,2021-02-07
313,Next Silicon,0.006006006006006006,7.870563647970221e-05,0.0024442809899756605,0.2816134316134316,0.0003889920582444012,$1.50 ,2021/6/14,Israel,Hardware,"['Amiti Ventures', ' Playground Global', ' Aleph']",1.5,2021-06-14
314,Dataiku,0.015015015015015015,0.0009410168041546652,0.006200461304773307,0.3163450174447818,0.0006893539461699716,$4.60 ,2019/12/4,United States,Internet software & services,"['Alven Capital', ' FirstMark Capital', ' capitalG']",4.6,2019-12-04
315,Ouyeel,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.45 ,2019/6/27,China,Internet software & services,['Taigang Venture Capital'],1.45,2019-06-27
316,Keenon Robotics,0.03003003003003003,0.0,0.011965718776462677,0.32634295559741267,0.0009404459767523467,$1.00 ,2021/9/15,China,"Supply chain, logistics, & delivery","['Yunqi Partners', ' SoftBank Group', ' iVision Ventures']",1.0,2021-09-15
317,Vercel,0.08508508508508508,0.003815992594708895,0.10735276285405303,0.3751347994477943,0.002254170220509143,$2.50 ,2021/6/23,United States,Internet software & services,"['CRV', ' Accel', ' Google Ventures']",2.5,2021-06-23
318,Vedantu,0.0990990990990991,0.004095370889364498,0.13266798013091335,0.40170294983262567,0.002485901898970383,$1.00 ,2021/9/29,India,Edtech,"['Accel', ' Tiger Global Management', ' Omidyar Network']",1.0,2021-09-29
319,MadeiraMadeira,0.03403403403403403,0.0007718669723698944,0.012799927334992559,0.3347524581938547,0.0010791414718178368,$1.00 ,2021/1/7,Brazil,E-commerce & direct-to-consumer,"['Flybridge Capital Partners', ' SoftBank Group', ' Monashees+']",1.0,2021-01-07
320,Bytedance,0.05405405405405406,0.005186762216161862,0.010852789716247903,0.3468623662422112,0.0017455895103037544,$140.00 ,2017/4/7,China,Artificial intelligence,"['Sequoia Capital China', ' SIG Asia Investments', ' Sina Weibo', ' Softbank Group']",140.0,2017-04-07
321,Snapdeal,0.011011011011011011,0.0009037379496739228,0.00048155704636837563,0.27255986951418426,0.0008517770086359193,$1.00 ,2014/5/21,India,E-commerce & direct-to-consumer,"['SoftBankGroup', ' Blackrock', ' Alibaba Group']",1.0,2014-05-21
322,Groww,0.07207207207207207,0.0033426182870358373,0.05310046577273029,0.376186088002996,0.0020898667215984504,$3.00 ,2021/4/7,India,Fintech,"['Tiger Global Management', ' Sequoia Capital India', ' Ribbit Capital']",3.0,2021-04-07
323,Deliverr,0.008008008008008008,0.0007224346802395536,0.0021165178608047734,0.29643519117203326,0.000535332602237961,$2.00 ,2021/11/22,United States,"Supply chain, logistics, & delivery","['8VC', ' Activant Capital', ' GLP Capital Partners']",2.0,2021-11-22
324,LTK,0.03003003003003003,0.0,0.011965718776462677,0.32634295559741267,0.0009404459767523466,$2.00 ,2021/11/22,United States,Internet software & services,"['SoftBank Group', ' Maverick Capital']",2.0,2021-11-22
325,Iluvatar CoreX,0.001001001001001001,0.0,6.89850575490983e-50,0.001001001001001001,0.001082837033026526,$1.55 ,2021/3/1,China,Hardware,"['Centurium Capital', ' Cedarlake Capital', ' Unicom Innovation Venture Capital']",1.55,2021-03-01
326,CureFit,0.05905905905905906,0.0007993219478254633,0.09828853475240588,0.3568517564973037,0.001527858611073544,$1.50 ,2021/11/10,India,Health,"['Chiratae Ventures', ' Accel', ' Kalaari Capital']",1.5,2021-11-10
327,Advance Intelligence Group,0.009009009009009009,0.0003921376778504027,0.0013722557361634591,0.28260154891733835,0.0005164195532123154,$2.00 ,2021/9/23,Singapore,Artificial intelligence,"['Vision Plus Capital', ' GSR Ventures', ' ZhenFund']",2.0,2021-09-23
328,ID.me,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.50 ,2021/3/19,United States,Cybersecurity,"['Moonshots Capital', ' BoxGroup', ' Blu Venture Investors']",1.5,2021-03-19
329,Retool,0.04204204204204204,0.0,0.03586703692022729,0.35278774174963395,0.0011618663187491728,$1.85 ,2021/12/22,United States,Internet software & services,['Sequoia Capital'],1.85,2021-12-22
330,Lucid Software,0.009009009009009009,2.0321122373507226e-05,0.002285953604401837,0.29578201043496677,0.0005218411229869403,$3.00 ,2021/6/29,United States,Internet software & services,"['Spectrum Equity', ' ICONIQ Capital', ' Grayhawk Capital']",3.0,2021-06-29
331,bolttech,0.002002002002002002,0.0,0.00013044156931606404,0.24510481266415532,0.00025249213158163523,$1.00 ,2021/7/1,Singapore,Fintech,"['Mundi Ventures', ' Doqling Capital Partners', ' Activant Capital']",1.0,2021-07-01
332,Applied Intuition,0.07307307307307308,0.0028976928159438354,0.03590646976424336,0.38371339419457573,0.0020138865117581973,$3.60 ,2020/10/22,United States,Data management & analytics,"['Andreessen Horowitz', ' Lux Capital', ' General Catalyst']",3.6,2020-10-22
333,TaxBit,0.04504504504504504,0.002671314462324007,0.033023321337039654,0.35480811207683455,0.00143027285783514,$1.50 ,2021/8/4,United States,Fintech,"['Insight Partners', ' Coinbase Ventures', ' PayPal Ventures']",1.5,2021-08-04
334,solarisBank,0.001001001001001001,0.0,6.89850575490983e-50,0.001001001001001001,0.001082837033026526,$1.65 ,2021/7/13,Germany,Fintech,"['Yabeo Capital', ' SBI Investment', ' Vulcan Capital']",1.65,2021-07-13
335,CarDekho,0.03203203203203203,0.0017955684535269482,0.01223445876795133,0.3287405773120059,0.0010919339821296628,$1.20 ,2021/10/13,India,E-commerce & direct-to-consumer,"['Sequoia Capital India', ' Hillhouse Capital Management', ' Sunley House Capital Management']",1.2,2021-10-13
336,Nexthink,0.002002002002002002,0.0,8.510931952092957e-05,0.22868098081045268,0.0002936539081767787,$1.10 ,2021/2/8,Switzerland,Data management & analytics,"['Auriga', ' Galeo Ventures', ' Highland Europe']",1.1,2021-02-08
337,Ynsect,0.006006006006006006,0.0001822713893058979,0.0007740238963313321,0.2822054710632146,0.00042447203259017856,$1.00 ,2019/2/21,France,Other,"['Astanor Ventures', ' Upfront Ventures', ' IDInvest Partners']",1.0,2019-02-21
338,SouChe Holdings,0.013013013013013013,0.0004781551165183966,0.0018039383575066267,0.2984121579897793,0.0007252211694610698,$3.00 ,2017/11/1,China,E-commerce & direct-to-consumer,"['Morningside Ventures', ' Warburg Pincus', ' CreditEase Fintech Investment Fund']",3.0,2017-11-01
339,Daily Harvest,0.029029029029029027,0.0,0.00752684053437731,0.33419685245411385,0.0009891511734345215,$1.10 ,2021/11/16,United States,E-commerce & direct-to-consumer,"['M13', ' Lightspeed Venture Partners', ' Lone Pine Capital']",1.1,2021-11-16
340,Cider,0.08108108108108109,0.016603092606574863,0.031270015416576195,0.39812872684845,0.0024037690170518934,$1.00 ,2021/9/2,Hong Kong,E-commerce & direct-to-consumer,"['Andreessen Horowitz', ' DST Global', ' IDG Capital']",1.0,2021-09-02
341,Jusfoun Big Data,0.02102102102102102,0.0,0.0023477503099605264,0.3065909457230355,0.0008291208320286161,$1.62 ,2018/7/9,China,Data management & analytics,"['Boxin Capital', ' DT Capital Partners', ' IDG Capital']",1.62,2018-07-09
342,Cao Cao Mobility,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.60 ,2018/1/17,China,Auto & transportation,"['People Electrical Appliance Group China', ' Zhongrong International Trust']",1.6,2018-01-17
343,WTOIP,0.001001001001001001,0.0,2.3907068750633266e-06,0.19158287688259143,0.0003131611014368285,$1.27 ,2018/4/8,China,Internet software & services,"['Dark Horse Technology Group', ' Hopu Investment Management', ' Kefa Capital']",1.27,2018-04-08
344,Tresata,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2018/10/10,United States,Fintech,['GCP Capital Partners'],1.0,2018-10-10
345,OwnBackup,0.04604604604604605,0.004238987099581802,0.03283664522957053,0.3543398215637547,0.0015634515407484486,$3.35 ,2021/1/28,United States,Data management & analytics,"['Insight Partners', ' Salesforce Ventures', ' Vertex Ventures']",3.35,2021-01-28
346,KnowBox,0.009009009009009009,0.0,0.00020873113075541223,0.25431462406517663,0.0007643115862046575,$1.00 ,2019/5/30,China,Edtech,"['TAL Education Group', ' Legend Star', ' Alibaba Group']",1.0,2019-05-30
347,Freshbooks,0.007007007007007007,0.000161019321744735,0.0008864323775604192,0.27200756987991026,0.0005102797380782931,$1.00 ,2021/8/10,Canada,Fintech,"['Accomplice', ' Oak Investment Partners', ' Georgian Partners']",1.0,2021-08-10
348,Klook,0.06706706706706707,0.011704555851244707,0.010785609198446393,0.35480811207683455,0.002222157728039008,$1.35 ,2018/8/7,Hong Kong,Travel,"['Sequoia Capital China', ' Goldman Sachs', ' Matrix Partners China']",1.35,2018-08-07
349,EBANX,0.003003003003003003,0.00040881363577245536,0.00014441896603459647,0.25335464435810456,0.00041208618138407013,$1.00 ,2019/10/16,Brazil,Fintech,"['FTV Capital', ' Endeavor']",1.0,2019-10-16
350,Accelerant,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$2.19 ,2022/1/12,United Kingdom,Other,"['Deer Park Road', ' Altamont Capital Partners', ' Eldridge']",2.19,2022-01-12
351,wefox,0.009009009009009009,0.003135400534811015,0.0012066560527074818,0.2611590189411201,0.000820856421794155,$1.65 ,2019/3/5,Germany,Fintech,"['Salesforce Ventures', ' Seedcamp', ' OMERS Ventures']",1.65,2019-03-05
352,Assembly,0.008008008008008008,0.0018450237155064658,0.0005598090512193274,0.266781853068703,0.0007234239314627486,$1.00 ,2021/9/21,United States,Internet software & services,"['Advent International', ' PSG', ' Providence Equity Partners']",1.0,2021-09-21
353,Dremio,0.04804804804804805,0.0026065118272017625,0.014891721855387976,0.36247273375986244,0.0016047939634108576,$2.00 ,2021/1/6,United States,Data management & analytics,"['Lightspeed Venture Partners', ' Redpoint Ventures', ' Norwest Venture Partners']",2.0,2021-01-06
354,Guideline,0.009009009009009009,0.00011001682970319439,0.0022726725268269366,0.2893011546028787,0.0005186074884790563,$1.15 ,2021/6/16,United States,Fintech,"['Pelion Venture Partners', ' Foundation Capital', ' Thoma Bravo']",1.15,2021-06-16
355,Outreach,0.011011011011011011,0.0014196860843675519,0.0014078250066721534,0.2861152449074296,0.000756930629084021,$4.40 ,2019/4/16,United States,Internet software & services,"['Mayfield Fund', ' M12', ' Trinity Ventures']",4.4,2019-04-16
356,Dadi Cinema,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$3.24 ,2016/5/11,China,Other,['Alibaba Pictures Group'],3.24,2016-05-11
357,Circle,0.0890890890890891,0.0068423458563562425,0.10874637446254061,0.3864752468399301,0.0023675883949113943,$3.00 ,2018/5/15,United States,Fintech,"['General Catalyst', ' Digital Currency Group', ' Accel']",3.0,2018-05-15
358,iCarbonX,0.006006006006006006,0.0,0.001110228736031527,0.28181050189447665,0.00042279472316551563,$1.00 ,2016/4/12,China,Artificial intelligence,"['Tencent', ' Vcanbio']",1.0,2016-04-12
359,EcoFlow,0.04504504504504504,0.0,0.008318223693033552,0.32371961994148485,0.0013488568671937743,$1.00 ,2021/6/10,China,Hardware,"['Delian Capital', ' China International Capital Corporation', ' Sequoia Capital China']",1.0,2021-06-10
360,Inari,0.001001001001001001,0.0,6.89850575490983e-50,0.001001001001001001,0.001082837033026526,$1.20 ,2021/5/12,United States,Other,"['Flagship Pioneering', ' Alexandria Venture Investments', ' Investment Corporation of Dubai']",1.2,2021-05-12
361,Glossier,0.02702702702702703,0.0010769319016864182,0.014079988671613324,0.3399807574564856,0.0009629273929408732,$1.20 ,2019/3/19,United States,Consumer & retail,"['Forerunner Ventures', ' Institutional Venture Partners', ' Thrive Capital']",1.2,2019-03-19
362,Loggi,0.011011011011011011,0.0,0.006143641108538612,0.299188118281729,0.0005559696534686764,$2.00 ,2019/6/5,Brazil,"Supply chain, logistics, & delivery","['Qualcomm Ventures', ' SoftBank Group. Monashees+']",2.0,2019-06-05
